datetime,light,twilight,interp,excluded
2013-05-14T18:25:17.000Z,150,0,FALSE,FALSE
2013-05-14T18:30:17.000Z,150,0,FALSE,FALSE
2013-05-14T18:35:17.000Z,147,0,FALSE,FALSE
2013-05-14T18:40:17.000Z,147,0,FALSE,FALSE
2013-05-14T18:45:17.000Z,124,0,FALSE,FALSE
2013-05-14T18:50:17.000Z,102,0,FALSE,FALSE
2013-05-14T18:55:17.000Z,90,0,FALSE,FALSE
2013-05-14T19:00:17.000Z,79,0,FALSE,FALSE
2013-05-14T19:05:17.000Z,68,0,FALSE,FALSE
2013-05-14T19:10:17.000Z,56,0,FALSE,FALSE
2013-05-14T19:15:17.000Z,45,0,FALSE,FALSE
2013-05-14T19:20:17.000Z,45,0,FALSE,FALSE
2013-05-14T19:20:18.304Z,44.9,2,TRUE,TRUE
2013-05-14T19:25:17.000Z,22,0,FALSE,FALSE
2013-05-14T19:30:17.000Z,11,0,FALSE,FALSE
2013-05-14T19:35:16.117Z,44.9,1,TRUE,TRUE
2013-05-14T19:35:17.000Z,45,0,FALSE,FALSE
2013-05-14T19:35:19.727Z,44.9,2,TRUE,FALSE
2013-05-14T19:40:17.000Z,34,0,FALSE,FALSE
2013-05-14T21:35:17.000Z,34,0,FALSE,FALSE
2013-05-14T21:40:17.000Z,11,0,FALSE,FALSE
2013-05-15T03:40:17.000Z,11,0,FALSE,FALSE
2013-05-15T03:45:17.000Z,34,0,FALSE,FALSE
2013-05-15T03:50:14.272Z,44.9,1,TRUE,FALSE
2013-05-15T03:50:17.000Z,45,0,FALSE,FALSE
2013-05-15T03:55:17.000Z,56,0,FALSE,FALSE
2013-05-15T04:00:17.000Z,150,0,FALSE,FALSE
2013-05-15T04:05:17.000Z,150,0,FALSE,FALSE
2013-05-15T04:10:17.000Z,68,0,FALSE,FALSE
2013-05-15T04:25:17.000Z,68,0,FALSE,FALSE
2013-05-15T04:30:17.000Z,79,0,FALSE,FALSE
2013-05-15T04:35:17.000Z,68,0,FALSE,FALSE
2013-05-15T04:40:17.000Z,79,0,FALSE,FALSE
2013-05-15T04:45:17.000Z,79,0,FALSE,FALSE
2013-05-15T04:50:17.000Z,113,0,FALSE,FALSE
2013-05-15T04:55:17.000Z,147,0,FALSE,FALSE
2013-05-15T05:00:17.000Z,150,0,FALSE,FALSE
2013-05-15T05:10:17.000Z,150,0,FALSE,FALSE
2013-05-15T05:15:17.000Z,147,0,FALSE,FALSE
2013-05-15T05:20:17.000Z,150,0,FALSE,FALSE
2013-05-15T19:35:16.000Z,150,0,FALSE,FALSE
2013-05-15T19:40:16.000Z,56,0,FALSE,FALSE
2013-05-15T20:20:16.000Z,56,0,FALSE,FALSE
2013-05-15T20:21:30.000Z,44.9,2,TRUE,FALSE
2013-05-15T20:25:16.000Z,11,0,FALSE,FALSE
2013-05-16T03:25:16.000Z,11,0,FALSE,FALSE
2013-05-16T03:30:16.000Z,22,0,FALSE,FALSE
2013-05-16T03:35:14.695Z,44.9,1,TRUE,FALSE
2013-05-16T03:35:16.000Z,45,0,FALSE,FALSE
2013-05-16T03:40:16.000Z,45,0,FALSE,FALSE
2013-05-16T03:45:16.000Z,56,0,FALSE,FALSE
2013-05-16T03:50:16.000Z,56,0,FALSE,FALSE
2013-05-16T03:55:16.000Z,136,0,FALSE,FALSE
2013-05-16T04:00:16.000Z,150,0,FALSE,FALSE
2013-05-16T15:35:16.000Z,150,0,FALSE,FALSE
2013-05-16T15:40:16.000Z,147,0,FALSE,FALSE
2013-05-16T15:45:16.000Z,150,0,FALSE,FALSE
2013-05-16T17:55:16.000Z,150,0,FALSE,FALSE
2013-05-16T18:00:16.000Z,79,0,FALSE,FALSE
2013-05-16T18:05:16.000Z,79,0,FALSE,FALSE
2013-05-16T18:10:16.000Z,102,0,FALSE,FALSE
2013-05-16T18:15:16.000Z,147,0,FALSE,FALSE
2013-05-16T18:20:16.000Z,150,0,FALSE,FALSE
2013-05-16T18:30:16.000Z,150,0,FALSE,FALSE
2013-05-16T18:35:16.000Z,147,0,FALSE,FALSE
2013-05-16T18:40:16.000Z,79,0,FALSE,FALSE
2013-05-16T18:45:16.000Z,90,0,FALSE,FALSE
2013-05-16T18:50:16.000Z,90,0,FALSE,FALSE
2013-05-16T18:55:16.000Z,68,0,FALSE,FALSE
2013-05-16T19:00:16.000Z,56,0,FALSE,FALSE
2013-05-16T19:05:16.000Z,45,0,FALSE,FALSE
2013-05-16T19:05:18.727Z,44.9,2,TRUE,FALSE
2013-05-16T19:10:16.000Z,34,0,FALSE,FALSE
2013-05-16T19:15:16.000Z,22,0,FALSE,FALSE
2013-05-16T19:20:16.000Z,22,0,FALSE,FALSE
2013-05-16T19:25:16.000Z,11,0,FALSE,FALSE
2013-05-17T03:00:16.000Z,11,0,FALSE,FALSE
2013-05-17T03:05:16.000Z,34,0,FALSE,FALSE
2013-05-17T03:25:16.000Z,34,0,FALSE,FALSE
2013-05-17T03:30:13.272Z,44.9,1,TRUE,FALSE
2013-05-17T03:30:16.000Z,45,0,FALSE,FALSE
2013-05-17T03:35:16.000Z,45,0,FALSE,FALSE
2013-05-17T03:40:16.000Z,56,0,FALSE,FALSE
2013-05-17T03:55:16.000Z,56,0,FALSE,FALSE
2013-05-17T04:00:16.000Z,79,0,FALSE,FALSE
2013-05-17T04:05:16.000Z,79,0,FALSE,FALSE
2013-05-17T04:10:16.000Z,113,0,FALSE,FALSE
2013-05-17T04:15:16.000Z,124,0,FALSE,FALSE
2013-05-17T04:25:16.000Z,124,0,FALSE,FALSE
2013-05-17T04:30:16.000Z,136,0,FALSE,FALSE
2013-05-17T04:40:16.000Z,136,0,FALSE,FALSE
2013-05-17T04:45:16.000Z,150,0,FALSE,FALSE
2013-05-17T17:40:16.000Z,150,0,FALSE,FALSE
2013-05-17T17:45:16.000Z,147,0,FALSE,FALSE
2013-05-17T17:50:16.000Z,136,0,FALSE,FALSE
2013-05-17T17:55:16.000Z,150,0,FALSE,FALSE
2013-05-17T18:05:16.000Z,150,0,FALSE,FALSE
2013-05-17T18:10:16.000Z,124,0,FALSE,FALSE
2013-05-17T18:15:16.000Z,147,0,FALSE,FALSE
2013-05-17T18:20:16.000Z,147,0,FALSE,FALSE
2013-05-17T18:25:16.000Z,150,0,FALSE,FALSE
