datetime,light
2014-06-03 11:24:09,79.49
2014-06-03 11:29:09,68.13
2014-06-03 11:34:09,79.49
2014-06-03 11:39:09,79.49
2014-06-03 11:44:09,90.84
2014-06-03 11:49:09,90.84
2014-06-03 11:54:09,113.56
2014-06-03 11:59:09,150
2014-06-03 12:14:09,150
2014-06-03 12:19:09,56.78
2014-06-03 12:24:09,45.42
2014-06-03 12:34:09,45.42
2014-06-03 12:39:09,79.49
2014-06-03 12:59:09,79.49
2014-06-03 13:04:09,90.84
2014-06-03 13:09:09,90.84
2014-06-03 13:14:09,150
2014-06-03 13:19:09,150
2014-06-03 13:24:09,147.62
2014-06-03 13:29:09,113.56
2014-06-03 13:34:09,90.84
2014-06-03 13:39:09,102.2
2014-06-03 13:44:09,113.56
2014-06-03 13:49:09,90.84
2014-06-03 13:54:09,79.49
2014-06-03 13:59:09,68.13
2014-06-03 14:04:09,56.78
2014-06-03 14:29:09,56.78
2014-06-03 14:34:09,79.49
2014-06-03 14:44:09,79.49
2014-06-03 14:49:09,68.13
2014-06-03 14:54:09,79.49
2014-06-03 14:59:09,150
2014-06-03 15:04:09,124.91
2014-06-03 15:09:09,113.56
2014-06-03 15:14:09,68.13
2014-06-03 15:24:09,68.13
2014-06-03 15:29:09,90.84
2014-06-03 15:34:09,79.49
2014-06-03 15:39:09,79.49
2014-06-03 15:44:09,45.42
2014-06-03 15:59:09,45.42
2014-06-03 16:04:09,34.07
2014-06-03 16:09:09,34.07
2014-06-03 16:14:09,45.42
2014-06-03 16:59:09,45.42
2014-06-03 17:04:09,113.56
2014-06-03 17:09:09,68.13
2014-06-03 17:14:09,56.78
2014-06-03 17:19:09,56.78
2014-06-03 17:24:09,45.42
2014-06-03 18:04:09,45.42
2014-06-03 18:09:09,150
2014-06-03 20:29:09,150
2014-06-03 20:34:09,147.62
2014-06-03 20:39:09,68.13
2014-06-03 20:44:09,11.36
2014-06-04 02:14:09,11.36
2014-06-04 02:19:09,22.71
2014-06-04 02:24:09,45.42
2014-06-04 02:29:09,56.78
2014-06-04 02:34:09,68.13
2014-06-04 02:39:09,102.2
2014-06-04 02:44:09,90.84
2014-06-04 02:49:09,150
2014-06-04 05:24:09,150
2014-06-04 05:29:09,45.42
2014-06-04 05:49:09,45.42
2014-06-04 05:54:09,150
2014-06-04 05:59:09,45.42
2014-06-04 06:19:09,45.42
2014-06-04 06:24:08,34.07
2014-06-04 06:34:08,34.07
2014-06-04 06:39:08,45.42
2014-06-04 06:44:08,34.07
2014-06-04 06:49:08,150
2014-06-04 06:59:08,150
2014-06-04 07:04:08,136.27
2014-06-04 07:09:08,150
2014-06-04 07:19:08,150
2014-06-04 07:24:08,68.13
2014-06-04 07:39:08,68.13
2014-06-04 07:44:08,56.78
2014-06-04 07:49:08,56.78
2014-06-04 07:54:08,150
